,Rank,Num Serre,Scenario,Month Index,CA_expr,CMO_expr,CV_expr,Secteur
5260,220,5,11,48,40769625.49028807,5576956.117876585,25332574.080000002,1
5261,220,6,11,48,40769625.49028807,5576956.117876585,25332574.080000002,1
5262,220,7,15,22,40769625.49028807,5576956.117876585,25332574.080000002,2
5263,220,8,15,22,40769625.49028807,5576956.117876585,25332574.080000002,2
5264,220,9,15,22,40769625.49028807,5576956.117876585,25332574.080000002,2
5265,220,10,15,22,40769625.49028807,5576956.117876585,25332574.080000002,2
5266,220,11,15,22,40769625.49028807,5576956.117876585,25332574.080000002,2
5267,220,12,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5268,220,13,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5269,220,14,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5270,220,15,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5271,220,16,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5272,220,17,11,46,40769625.49028807,5576956.117876585,25332574.080000002,3
5273,220,18,15,20,40769625.49028807,5576956.117876585,25332574.080000002,4
5274,220,19,15,20,40769625.49028807,5576956.117876585,25332574.080000002,4
5275,220,20,11,47,40769625.49028807,5576956.117876585,25332574.080000002,5
5276,220,21,11,47,40769625.49028807,5576956.117876585,25332574.080000002,5
5277,220,22,3,35,40769625.49028807,5576956.117876585,25332574.080000002,6
5278,220,23,3,35,40769625.49028807,5576956.117876585,25332574.080000002,6
5279,220,24,3,35,40769625.49028807,5576956.117876585,25332574.080000002,6
5280,221,1,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5281,221,2,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5282,221,3,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5283,221,4,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5284,221,5,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5285,221,6,3,35,40533687.0378181,5303308.412173774,25370688.0,1
5286,221,7,3,34,40533687.0378181,5303308.412173774,25370688.0,2
5287,221,8,3,34,40533687.0378181,5303308.412173774,25370688.0,2
5288,221,9,3,34,40533687.0378181,5303308.412173774,25370688.0,2
5289,221,10,3,34,40533687.0378181,5303308.412173774,25370688.0,2
5290,221,11,3,34,40533687.0378181,5303308.412173774,25370688.0,2
5291,221,12,11,46,40533687.0378181,5303308.412173774,25370688.0,3
